,city_id,City,Country,Lon,Lat,Cloudiness (%),Humidity,Temp,Wind Speed,Time
164,1810638,Ganzhou,CN,114.93,25.86,83,93,22.36,0.25,2019-06-25 18:44:27
165,2027456,Artyom,RU,132.19,43.36,83,95,14.76,3.91,2019-06-25 18:44:28
166,4031637,Lavrentiya,RU,-170.99,65.58,84,77,4.26,3.51,2019-06-25 18:44:30
167,2158767,Mareeba,AU,145.42,-16.99,90,73,19.14,5.1,2019-06-25 18:40:02
168,1015776,Bredasdorp,ZA,20.04,-34.53,97,82,14.66,5.7,2019-06-25 18:44:32
169,1282256,Hithadhoo,MV,73.08,-0.6,56,67,29.36,1.62,2019-06-25 18:44:35
170,2108502,Honiara,SB,159.96,-9.43,20,94,23.0,1.65,2019-06-25 18:44:36
171,1507390,Dikson,RU,80.55,73.51,0,87,-0.14,5.28,2019-06-25 18:44:38
172,5960603,Geraldton,CA,-86.95,49.72,90,100,14.0,4.1,2019-06-25 18:44:39
173,1635283,Metro,ID,105.31,-5.11,2,91,21.46,1.3,2019-06-25 18:44:42
174,2101169,Aitape,PG,142.36,-3.15,68,85,25.56,1.67,2019-06-25 18:44:43
175,2015306,Tiksi,RU,128.87,71.64,51,59,11.16,1.6,2019-06-25 18:44:44
176,3369157,Cape Town,ZA,18.42,-33.93,0,71,14.28,5.1,2019-06-25 18:43:13
177,3416888,Grindavik,IS,-22.43,63.84,90,87,12.0,8.7,2019-06-25 18:44:47
178,1803841,Lianzhou,CN,112.38,24.79,36,95,20.96,0.69,2019-06-25 18:44:48
179,1006984,East London,ZA,27.91,-33.02,90,93,14.0,5.1,2019-06-25 18:41:05
180,6100954,Penhold,CA,-113.87,52.13,90,82,13.0,3.6,2019-06-25 18:44:51
181,4501427,Port Elizabeth,US,-74.98,39.31,20,62,29.11,3.6,2019-06-25 18:44:53
182,3402920,Careiro da Varzea,BR,-59.81,-3.2,40,70,30.52,1.5,2019-06-25 18:44:55
183,5720727,Corvallis,US,-123.26,44.56,20,48,18.28,2.6,2019-06-25 18:44:45
