,level_0,index,city_id,City,Country,Lon,Lat,Cloudiness (%),Humidity,Temp,Wind Speed,Time
2650,2650,2650,3907685,Poopo,BO,-66.97,-18.38,0,31,5.98,5.93,2019-06-26 01:26:18
2651,2651,2651,6537727,Taurianova,IT,16.01,38.36,5,65,24.46,2.1,2019-06-26 01:26:19
2652,2652,2652,607610,Zhanaozen,KZ,52.85,43.35,0,22,26.48,2.59,2019-06-26 01:26:21
2653,2653,2653,161325,Arusha,TZ,36.69,-3.37,75,100,18.0,4.64,2019-06-26 01:26:22
2654,2654,2654,578283,Spornoye,RU,37.29,50.84,0,71,14.0,2.0,2019-06-26 01:26:24
2655,2655,2655,1142226,Dawlatabad,AF,64.91,36.41,0,14,20.48,0.76,2019-06-26 01:26:25
2656,2656,2656,364071,Wad Rawah,SD,33.13,15.16,4,31,33.38,3.01,2019-06-26 01:26:28
2657,2657,2657,1220301,Tursunzoda,UZ,68.23,38.51,39,49,21.0,2.0,2019-06-26 01:26:29
2658,2658,2658,704422,Pokrovsk,UA,37.18,48.28,0,84,15.98,4.78,2019-06-26 01:26:30
2659,2659,2659,889942,Hwange,ZW,26.5,-18.35,0,56,11.18,0.53,2019-06-26 01:26:32
2660,2660,2660,2032201,Bulgan,MN,103.53,48.81,58,55,10.88,3.98,2019-06-26 01:25:40
2661,2661,2661,3380450,Roura,GF,-52.33,4.73,26,88,26.0,1.16,2019-06-26 01:26:35
2662,2662,2662,949683,Thabazimbi,ZA,27.41,-24.59,0,67,12.78,2.86,2019-06-26 01:26:36
2663,2663,2663,3128382,Palomares,ES,-5.74,40.39,10,82,18.35,0.5,2019-06-26 01:26:37
2664,2664,2664,6049515,Lanigan,CA,-105.03,51.85,62,68,18.28,4.07,2019-06-26 01:26:39
2665,2665,2665,4015040,Casimiro Castillo,MX,-104.44,19.6,75,83,28.0,10.3,2019-06-26 01:26:40
2666,2666,2666,3150261,Kirkenaer,NO,12.06,60.46,75,100,11.27,2.6,2019-06-26 01:22:07
2667,2667,2667,4020480,La Presa,MX,-105.39,22.34,0,45,32.88,3.58,2019-06-26 01:26:43
2668,2668,2668,2047258,Novyy Urgal,RU,132.56,51.07,86,63,15.98,1.48,2019-06-26 01:26:44
2669,2669,2669,2035707,Mujiayingzi,CN,118.78,42.12,75,47,21.48,6.4,2019-06-26 01:26:46
2670,2670,2670,3645532,Ciudad Bolivar,VE,-63.55,8.12,48,74,27.08,3.12,2019-06-26 01:26:47
2671,2671,2671,240999,Alindao,CF,21.21,5.04,60,83,19.78,1.88,2019-06-26 01:26:48
2672,2672,2672,2022317,Khor,RU,134.96,47.88,100,95,10.38,3.58,2019-06-26 01:26:50
2673,2673,2673,5606401,Sandpoint,US,-116.55,48.28,1,28,22.47,2.1,2019-06-26 01:26:51
2674,2674,2674,1106835,Thaba-Tseka,LS,28.61,-29.52,45,62,-3.33,1.29,2019-06-26 01:26:53
2675,2675,2675,1607793,Phan Thong,TH,101.1,13.47,20,74,30.87,2.6,2019-06-26 01:26:54
2676,2676,2676,3999162,Las Varas,MX,-105.14,21.18,75,65,29.31,3.6,2019-06-26 01:26:55
2677,2677,2677,494199,Shirokovskiy,RU,57.78,58.84,53,98,10.0,0.81,2019-06-26 01:26:57
2678,2678,2678,5558953,Arcata,US,-124.08,40.87,90,93,15.95,3.1,2019-06-26 01:23:03
2679,2679,2679,3194183,Ogulin,HR,15.22,45.27,0,61,22.47,3.1,2019-06-26 01:27:00
2680,2680,2680,1790645,Xiamen,CN,118.07,24.46,40,88,27.0,1.0,2019-06-26 01:27:01
2681,2681,2681,2095038,Kainantu,PG,145.87,-6.29,100,95,15.48,0.6,2019-06-26 01:27:02
2682,2682,2682,6176928,Watrous,CA,-105.46,51.67,62,68,18.28,4.07,2019-06-26 01:27:04
2683,2683,2683,3108877,Sitges,ES,1.82,41.24,20,64,22.05,7.2,2019-06-26 01:27:05
2684,2684,2684,1278889,Amarwara,IN,79.17,22.3,2,63,26.78,2.05,2019-06-26 01:27:07
2685,2685,2685,3456880,Monte Alegre de Minas,BR,-48.88,-18.87,0,49,22.0,2.6,2019-06-26 01:27:08
2686,2686,2686,3671387,Puerto Narino,CO,-70.38,-3.77,40,100,25.0,0.61,2019-06-26 01:27:09
2687,2687,2687,359783,Asyut,EG,31.19,27.18,0,45,29.0,3.1,2019-06-26 01:22:39
2688,2688,2688,1283217,Khandbari,NP,87.21,27.38,100,90,14.38,1.5,2019-06-26 01:27:12
2689,2689,2689,2033675,Xinmin,CN,122.83,42.0,0,47,26.0,5.0,2019-06-26 01:27:14
2690,2690,2690,1053507,Vondrozo,MG,47.32,-22.82,0,95,13.28,0.82,2019-06-26 01:27:15
2691,2691,2691,4945486,North Adams,US,-73.11,42.7,40,88,21.02,2.52,2019-06-26 01:27:16
2692,2692,2692,2829901,Stade,DE,9.48,53.6,100,78,21.33,1.0,2019-06-26 01:27:18
2693,2693,2693,2129163,Mombetsu,JP,143.35,44.35,75,39,28.0,7.7,2019-06-26 01:27:19
2694,2694,2694,1258338,Ratnagiri,IN,73.3,16.98,66,82,28.28,3.25,2019-06-26 01:27:21
2695,2695,2695,3991347,Puerto Penasco,MX,-113.53,31.32,40,62,27.22,5.36,2019-06-26 01:26:35
2696,2696,2696,3867427,Mayor Pablo Lagerenza,PY,-60.77,-19.93,98,53,13.58,7.49,2019-06-26 01:25:39
2697,2697,2697,645765,Muhos,FI,26.0,64.81,0,87,6.34,1.5,2019-06-26 01:27:25
2698,2698,2698,3453158,Pontalina,BR,-49.45,-17.52,0,59,19.98,0.96,2019-06-26 01:27:26
2699,2699,2699,1622786,Bone,ID,119.42,-5.29,20,65,28.0,1.5,2019-06-26 01:27:27
2700,2700,2700,1706801,Leyte,PH,124.49,11.37,100,76,28.68,3.69,2019-06-26 01:27:30
2701,2701,2701,735640,Pagouria,GR,25.32,41.03,17,67,22.48,4.02,2019-06-26 01:27:32
2702,2702,2702,5368361,Olga,US,-118.17,34.11,75,64,19.44,2.6,2019-06-26 01:27:33
2703,2703,2703,3691954,Sechura,PE,-80.82,-5.56,3,80,19.28,6.35,2019-06-26 01:23:10
2704,2704,2704,933726,Hukuntsi,BW,21.76,-23.98,19,24,11.18,5.0,2019-06-26 01:27:36
2705,2705,2705,2033536,Yakeshi,CN,120.73,49.28,100,86,17.18,6.72,2019-06-26 01:27:37
2706,2706,2706,520204,Nizhnyaya Tura,RU,59.87,58.62,86,95,7.48,1.65,2019-06-26 01:27:38
2707,2707,2707,479442,Uinskoye,RU,56.58,56.88,0,92,7.48,1.97,2019-06-26 01:27:40
2708,2708,2708,1702944,Malayal,PH,121.94,7.21,75,79,29.0,2.6,2019-06-26 01:27:41
2709,2709,2709,2893544,Kaltenkirchen,DE,9.96,53.84,0,77,20.92,1.5,2019-06-26 01:27:43
2710,2710,2710,390054,Baft,IR,56.61,29.23,0,23,16.68,3.61,2019-06-26 01:27:44
2711,2711,2711,3170504,Poggibonsi,IT,11.15,43.47,0,83,23.29,1.5,2019-06-26 01:27:45
2712,2712,2712,2641598,Newport,GB,-3.0,51.59,90,100,15.47,4.6,2019-06-26 01:27:47
2713,2713,2713,3681756,Guachucal,CO,-77.73,0.96,100,99,14.18,0.2,2019-06-26 01:27:49
2714,2714,2714,3664525,Codajas,BR,-62.06,-3.84,53,88,24.28,1.41,2019-06-26 01:27:50
2715,2715,2715,562161,Galich,RU,42.35,58.38,17,84,6.98,1.2,2019-06-26 01:27:51
2716,2716,2716,1182998,Bela,PK,66.31,26.23,0,66,27.28,1.7,2019-06-26 01:27:53
2717,2717,2717,2635652,Torphins,GB,-2.62,57.11,90,81,9.17,5.1,2019-06-26 01:27:54
2718,2718,2718,893549,Chipinge,ZW,32.62,-20.19,96,91,15.48,4.41,2019-06-26 01:27:56
2719,2719,2719,5720495,Coos Bay,US,-124.22,43.37,1,77,17.04,5.1,2019-06-26 01:27:57
2720,2720,2720,3379316,Lethem,GY,-59.8,3.38,62,73,26.58,4.49,2019-06-26 01:27:58
2721,2721,2721,14177,Maku,IR,44.45,39.29,20,64,20.0,0.2,2019-06-26 01:28:00
2722,2722,2722,2122262,Palana,RU,159.95,59.08,100,90,8.68,4.84,2019-06-26 01:28:01
2723,2723,2723,1504212,Kataysk,RU,62.58,56.29,100,97,10.68,3.65,2019-06-26 01:28:03
2724,2724,2724,214481,Kananga,CD,22.41,-5.9,0,45,20.18,0.76,2019-06-26 01:27:07
2725,2725,2725,343413,Asasa,ET,39.2,7.1,52,89,10.18,1.88,2019-06-26 01:28:08
2726,2726,2726,2063030,Port Pirie,AU,138.01,-33.18,0,54,14.0,2.1,2019-06-26 01:28:09
2727,2727,2727,5055787,Kirksville,US,-92.58,40.19,1,74,22.61,5.1,2019-06-26 01:26:08
2728,2728,2728,3460791,Itanhaem,BR,-46.79,-24.18,0,56,21.0,1.0,2019-06-26 01:28:12
2729,2729,2729,5779548,Payson,US,-111.73,40.04,1,17,29.08,2.6,2019-06-26 01:24:31
2730,2730,2730,5445298,Dodge City,US,-100.02,37.75,1,51,29.24,7.7,2019-06-26 01:28:15
2731,2731,2731,2295517,Savelugu,GH,-0.83,9.63,42,75,25.98,4.08,2019-06-26 01:28:16
2732,2732,2732,2654675,Bristol,GB,-2.6,51.45,90,100,15.57,4.6,2019-06-26 01:27:40
2733,2733,2733,2639577,Blackwater,GB,-0.78,51.33,92,93,16.47,3.6,2019-06-26 01:28:19
2734,2734,2734,5949601,Eston,CA,-108.75,51.15,40,68,17.88,5.7,2019-06-26 01:28:21
2735,2735,2735,3159954,Bronnoysund,NO,12.2,65.46,67,76,8.92,3.1,2019-06-26 01:28:22
2736,2736,2736,257122,Methoni,GR,21.7,36.82,0,50,25.0,3.4,2019-06-26 01:28:23
2737,2737,2737,997140,Heilbron,ZA,27.97,-27.29,13,33,5.88,5.49,2019-06-26 01:28:25
2738,2738,2738,2610806,Vagur,FO,-6.81,61.47,16,95,9.78,7.48,2019-06-26 01:28:26
2739,2739,2739,1259840,Petlawad,IN,74.82,22.96,98,74,27.78,0.51,2019-06-26 01:28:27
2740,2740,2740,945945,Upington,ZA,21.24,-28.46,0,34,9.0,2.1,2019-06-26 01:28:30
2741,2741,2741,735014,Nea Karvali,GR,24.51,40.96,20,61,25.56,2.79,2019-06-26 01:28:32
2742,2742,2742,3868633,Vallenar,CL,-70.76,-28.58,0,81,8.58,1.16,2019-06-26 01:28:34
2743,2743,2743,2349788,Ankpa,NG,7.63,7.37,48,97,21.48,3.58,2019-06-26 01:28:36
2744,2744,2744,4985180,Bay City,US,-83.89,43.59,40,57,23.13,3.1,2019-06-26 01:24:39
2745,2745,2745,2019892,Mogoytuy,RU,114.93,51.28,100,68,13.33,4.47,2019-06-26 01:28:40
2746,2746,2746,3394326,Muana,BR,-49.22,-1.53,53,94,23.18,1.57,2019-06-26 01:28:41
2747,2747,2747,4682762,Fairlie,US,-95.96,33.31,1,69,27.69,2.1,2019-06-26 01:28:42
2748,2748,2748,3654870,Santa Ines,EC,-78.63,-0.82,75,81,11.5,7.2,2019-06-26 01:28:45
2749,2749,2749,1808722,Changqing,CN,117.24,31.81,40,74,26.0,2.0,2019-06-26 01:28:47
2750,2750,2750,2038087,ChengDe,CN,117.93,40.97,78,50,22.48,0.41,2019-06-26 01:28:48
2751,2751,2751,1259047,Jian,IN,87.89,25.65,100,74,29.98,3.01,2019-06-26 01:28:49
2752,2752,2752,4414200,West Plains,US,-91.85,36.73,1,61,26.73,1.5,2019-06-26 01:26:30
2753,2753,2753,2638853,Saint Austell,GB,-4.77,50.34,2,93,14.97,3.6,2019-06-26 01:28:52
2754,2754,2754,1797543,Tianpeng,CN,112.34,28.88,78,78,24.58,1.55,2019-06-26 01:28:54
2755,2755,2755,3907584,Potosi,BO,-65.75,-19.59,23,30,1.68,7.28,2019-06-26 01:28:55
2756,2756,2756,3435910,Buenos Aires,AR,-58.44,-34.61,0,41,8.28,3.1,2019-06-26 01:28:56
2757,2757,2757,1257191,Sardulgarh,IN,75.25,29.7,0,41,33.38,1.36,2019-06-26 01:28:58
2758,2758,2758,2523207,Scalea,IT,15.79,39.82,0,77,20.56,0.45,2019-06-26 01:28:59
2759,2759,2759,499025,Samoded,RU,40.52,63.61,100,73,9.78,2.8,2019-06-26 01:29:01
2760,2760,2760,292672,Sharjah,AE,55.39,25.36,0,59,32.6,6.7,2019-06-26 01:29:02
2761,2761,2761,2232283,Elat,CM,11.16,2.91,68,97,19.58,1.38,2019-06-26 01:29:04
2762,2762,2762,6167125,Tobermory,CA,-81.67,45.25,16,75,17.22,3.58,2019-06-26 01:29:05
2763,2763,2763,5967157,Grimshaw,CA,-117.61,56.19,90,87,15.36,1.0,2019-06-26 01:29:06
2764,2764,2764,4274994,Manhattan,US,-96.57,39.18,1,51,27.7,3.6,2019-06-26 01:26:30
2765,2765,2765,304916,Malazgirt,TR,42.54,39.15,0,75,15.78,2.31,2019-06-26 01:29:09
2766,2766,2766,4589590,Totness,US,-80.8,33.74,1,83,26.01,1.5,2019-06-26 01:29:11
2767,2767,2767,2383523,Paoua,CF,16.43,7.24,100,97,18.68,3.13,2019-06-26 01:29:12
2768,2768,2768,2019429,Naushki,RU,106.11,50.39,77,66,13.18,1.36,2019-06-26 01:29:13
2769,2769,2769,759320,Siemiatycze,PL,22.86,52.43,74,64,16.67,3.74,2019-06-26 01:29:15
2770,2770,2770,3618522,Pearl Lagoon,NI,-83.67,12.34,100,98,23.48,0.24,2019-06-26 01:29:16
2771,2771,2771,1268022,Kankon,IN,74.02,15.02,75,94,26.0,1.5,2019-06-26 01:29:18
2772,2772,2772,2298890,Akom,GH,-1.64,6.86,98,91,20.68,1.8,2019-06-26 01:29:19
2773,2773,2773,2017912,Plastun,RU,136.29,44.76,84,51,25.48,2.22,2019-06-26 01:29:20
2774,2774,2774,3436616,Ygatimi,PY,-55.5,-24.08,90,92,18.68,2.65,2019-06-26 01:29:22
2775,2775,2775,1812956,Mali,CN,102.2,27.53,99,90,16.28,0.38,2019-06-26 01:29:23
2776,2776,2776,3979216,Camalu,MX,-116.07,30.85,68,81,17.08,4.1,2019-06-26 01:29:25
2777,2777,2777,4876190,Shenandoah,US,-95.37,40.77,20,73,23.65,2.1,2019-06-26 01:29:26
2778,2778,2778,1260368,Parasia,IN,78.76,22.19,13,64,27.08,1.56,2019-06-26 01:29:27
2779,2779,2779,3667070,Timbiqui,CO,-77.67,2.77,100,82,26.78,4.68,2019-06-26 01:29:29
2780,2780,2780,1264542,Jaisinghnagar,IN,78.57,23.63,8,59,29.08,2.19,2019-06-26 01:29:30
2781,2781,2781,1790847,Wuan,CN,112.0,31.68,20,60,26.28,0.48,2019-06-26 01:29:32
2782,2782,2782,3816214,Oxchuc,MX,-92.34,16.78,92,95,21.28,0.45,2019-06-26 01:29:34
2783,2783,2783,1037125,Montepuez,MZ,39.0,-13.13,0,87,17.38,2.86,2019-06-26 01:29:36
2784,2784,2784,2145875,Tumut,AU,148.22,-35.3,0,50,11.68,0.62,2019-06-26 01:29:37
2785,2785,2785,606531,Boden,SE,21.69,65.83,12,93,10.0,2.1,2019-06-26 01:29:40
2786,2786,2786,1506676,Gari,RU,62.35,59.43,96,76,7.68,2.82,2019-06-26 01:29:44
2787,2787,2787,1293960,Taunggyi,MM,97.03,20.78,100,92,20.78,2.43,2019-06-26 01:29:45
2788,2788,2788,2344245,Dutse,NG,9.34,11.76,64,64,23.88,9.55,2019-06-26 01:29:47
2789,2789,2789,1266122,Korba,IN,82.71,22.35,84,62,29.58,2.2,2019-06-26 01:29:48
2790,2790,2790,690629,Uspenka,UA,39.16,48.39,4,81,15.28,2.75,2019-06-26 01:29:50
2791,2791,2791,5902458,Black Diamond,CA,-114.23,50.69,40,54,15.5,4.6,2019-06-26 01:29:51
2792,2792,2792,2128558,Otofuke,JP,143.2,43.02,75,53,24.0,1.5,2019-06-26 01:29:53
2793,2793,2793,219414,Basoko,CD,23.61,1.23,100,96,20.58,1.16,2019-06-26 01:29:54
2794,2794,2794,3457819,Marataizes,BR,-40.82,-21.04,0,85,21.28,1.78,2019-06-26 01:29:55
2795,2795,2795,4012593,Creel,MX,-107.63,27.75,9,20,25.48,4.76,2019-06-26 01:29:57
2796,2796,2796,2122783,Katangli,RU,143.23,51.71,100,92,7.48,8.82,2019-06-26 01:29:58
2797,2797,2797,1508285,Chemal,RU,86.0,51.41,73,96,4.78,2.16,2019-06-26 01:29:59
2798,2798,2798,4292188,Frankfort,US,-84.87,38.2,1,73,23.99,2.28,2019-06-26 01:30:01
2799,2799,2799,2511180,Santa Cruz de la Palma,ES,-17.76,28.68,40,68,22.0,6.7,2019-06-26 01:30:02
2800,2800,2800,2387890,Bouca,CF,18.28,6.51,100,98,20.27,1.73,2019-06-26 01:30:05
2801,2801,2801,5386035,Rancho Palos Verdes,US,-118.37,33.75,90,82,18.62,5.1,2019-06-26 01:29:25
2802,2802,2802,1817240,Baiyin,CN,104.13,36.55,90,100,15.0,3.0,2019-06-26 01:30:08
2803,2803,2803,2325688,Oron,NG,8.23,4.81,100,96,22.47,0.97,2019-06-26 01:30:09
2804,2804,2804,1687186,Sarangani,PH,125.46,5.4,100,69,28.67,2.8,2019-06-26 01:30:11
2805,2805,2805,2034400,Tongliao,CN,122.27,43.61,27,29,32.47,9.06,2019-06-26 01:30:12
2806,2806,2806,5314328,Sierra Vista,US,-110.3,31.55,1,10,32.81,6.7,2019-06-26 01:25:46
2807,2807,2807,156111,Kyela,MW,33.87,-9.6,59,97,12.87,1.12,2019-06-26 01:30:15
2808,2808,2808,576566,Bezhetsk,RU,36.69,57.78,100,78,13.37,2.4,2019-06-26 01:30:16
2809,2809,2809,924572,Nsanje,MZ,35.26,-16.92,4,98,15.67,1.57,2019-06-26 01:30:17
2810,2810,2810,3351500,Caala,AO,15.56,-12.85,0,46,9.47,0.42,2019-06-26 01:30:19
2811,2811,2811,4173593,South Venice,US,-82.42,27.05,1,74,29.77,6.2,2019-06-26 01:30:20
2812,2812,2812,3400920,Elesbao Veloso,BR,-42.14,-6.2,84,66,24.08,1.33,2019-06-26 01:28:50
2813,2813,2813,3592086,Ocos,GT,-92.19,14.51,90,100,24.66,4.6,2019-06-26 01:30:23
2814,2814,2814,2790471,Hun,BE,4.87,50.34,48,88,19.07,0.5,2019-06-26 01:30:24
2815,2815,2815,1179223,Fort Abbas,PK,72.85,29.19,29,24,38.47,4.4,2019-06-26 01:30:26
2816,2816,2816,128234,Kerman,IR,57.06,30.29,0,14,19.0,1.0,2019-06-26 01:30:27
2817,2817,2817,4017739,Bagojo,MX,-109.12,25.87,5,42,31.53,6.2,2019-06-26 01:30:29
2818,2818,2818,3403687,Camocim,BR,-40.84,-2.9,0,94,21.87,2.67,2019-06-26 01:30:30
2819,2819,2819,1812990,Dengzhou,CN,112.08,32.69,99,42,29.57,1.63,2019-06-26 01:30:31
2820,2820,2820,154380,Mbeya,TZ,33.47,-8.91,0,95,10.67,1.5,2019-06-26 01:30:33
2821,2821,2821,1788268,Dongsheng,CN,112.52,29.72,2,61,29.07,2.21,2019-06-26 01:30:34
2822,2822,2822,569223,Cherepovets,RU,37.92,59.13,100,91,10.87,1.49,2019-06-26 01:30:36
2823,2823,2823,2141305,Fayaoue,NC,166.53,-20.65,83,87,23.47,8.62,2019-06-26 01:30:37
2824,2824,2824,1078553,Ampanihy,MG,44.75,-24.69,0,93,15.87,1.61,2019-06-26 01:30:38
2825,2825,2825,2959083,Ahrensburg,DE,10.24,53.67,0,77,20.23,1.5,2019-06-26 01:30:40
2826,2826,2826,2441482,Magaria,NE,8.91,13.0,100,56,26.57,7.78,2019-06-26 01:30:41
2827,2827,2827,563990,Dvinskoy,RU,45.12,62.16,98,64,9.97,1.08,2019-06-26 01:30:43
2828,2828,2828,158289,Kasamwa,TZ,32.42,-2.84,79,72,18.77,1.6,2019-06-26 01:30:44
2829,2829,2829,1054329,Vangaindrano,MG,47.6,-23.35,14,95,15.56,1.69,2019-06-26 01:30:45
2830,2830,2830,1489661,Tevriz,RU,72.4,57.51,84,95,18.56,2.56,2019-06-26 01:30:47
2831,2831,2831,3451051,Rio Verde de Mato Grosso,BR,-54.84,-18.92,0,50,21.47,4.21,2019-06-26 01:30:48
2832,2832,2832,3624822,Bagaces,CR,-85.25,10.53,0,74,24.3,1.5,2019-06-26 01:30:51
2833,2833,2833,5572979,Merrill,US,-121.6,42.03,20,24,21.28,7.7,2019-06-26 01:30:52
2834,2834,2834,3453337,Pocoes,BR,-40.37,-14.53,75,88,18.0,4.1,2019-06-26 01:30:55
2835,2835,2835,3133983,Trofors,NO,13.39,65.54,96,76,8.93,3.1,2019-06-26 01:30:58
2836,2836,2836,4126226,Pine Bluff,US,-92.0,34.23,1,78,24.17,3.1,2019-06-26 01:30:29
2837,2837,2837,592225,Taebla,EE,23.74,58.95,100,75,12.96,2.24,2019-06-26 01:31:00
2838,2838,2838,1083724,Ambanja,MG,48.45,-13.68,36,74,24.47,2.97,2019-06-26 01:31:02
2839,2839,2839,2511174,Santa Cruz de Tenerife,ES,-16.25,28.47,75,100,20.33,9.3,2019-06-26 01:31:03
2840,2840,2840,3598132,Boca Del Monte,GT,-90.52,14.55,75,77,21.0,4.1,2019-06-26 01:31:05
2841,2841,2841,1784841,Zhaotong,CN,103.71,27.34,99,81,19.27,0.7,2019-06-26 01:31:06
2842,2842,2842,5802035,Lynden,US,-122.46,48.95,75,43,20.27,3.6,2019-06-26 01:31:07
2843,2843,2843,481605,Troitskaya,RU,44.98,43.31,0,69,24.0,3.0,2019-06-26 01:31:09
2844,2844,2844,6559781,Casma,PE,-78.3,-9.47,76,88,16.77,5.61,2019-06-26 01:31:10
2845,2845,2845,933178,Pandamatenga,BW,25.64,-18.54,0,66,10.06,1.39,2019-06-26 01:31:11
2846,2846,2846,1818004,Mabai,CN,104.4,23.01,54,70,25.47,2.21,2019-06-26 01:31:13
2847,2847,2847,4062861,Fort Payne,US,-85.72,34.44,1,78,24.3,1.43,2019-06-26 01:31:14
2848,2848,2848,2231506,Foumban,CM,10.9,5.73,99,97,16.37,1.29,2019-06-26 01:31:16
2849,2849,2849,975436,Mmabatho,ZA,25.61,-25.85,0,39,7.0,2.1,2019-06-26 01:31:17
2850,2850,2850,486413,Suksun,RU,57.4,57.15,2,89,10.56,2.78,2019-06-26 01:31:20
2851,2851,2851,789107,Gracac,RS,20.83,43.65,0,94,20.0,0.5,2019-06-26 01:31:23
2852,2852,2852,155310,Magugu,TZ,35.77,-4.02,100,97,12.37,3.46,2019-06-26 01:31:24
2853,2853,2853,1630058,Pandegelang,ID,106.11,-6.31,20,69,26.21,2.1,2019-06-26 01:31:25
2854,2854,2854,6243926,Blenheim,NZ,173.96,-41.52,0,74,11.48,1.06,2019-06-26 01:31:27
2855,2855,2855,5913601,Calmar,CA,-113.81,53.27,75,55,17.39,3.1,2019-06-26 01:26:34
2856,2856,2856,3664539,Coari,BR,-63.14,-4.09,50,87,23.97,1.31,2019-06-26 01:31:29
2857,2857,2857,5952330,Ferme-Neuve,CA,-75.45,46.7,5,94,14.17,1.14,2019-06-26 01:31:31
2858,2858,2858,2476396,Timizart,DZ,4.25,36.8,0,44,28.17,4.51,2019-06-26 01:31:35
2859,2859,2859,3085941,Sierpc,PL,19.67,52.85,72,94,20.57,3.72,2019-06-26 01:31:36
2860,2860,2860,2037078,Hailar,CN,119.7,49.2,95,72,21.17,9.16,2019-06-26 01:31:38
2861,2861,2861,480484,Zykovo,RU,40.35,55.24,99,79,8.33,1.18,2019-06-26 01:31:39
2862,2862,2862,3468234,Caiaponia,BR,-51.81,-16.96,0,62,17.87,1.84,2019-06-26 01:31:40
2863,2863,2863,4992232,Escanaba,US,-87.06,45.75,20,73,19.56,3.1,2019-06-26 01:27:28
2864,2864,2864,1797318,Qujing,CN,103.8,25.49,93,79,21.27,4.13,2019-06-26 01:31:43
2865,2865,2865,6162949,Terrace,CA,-128.61,54.52,75,33,25.0,3.1,2019-06-26 01:31:45
2866,2866,2866,149768,Soni,TZ,38.37,-4.85,8,97,17.06,1.27,2019-06-26 01:31:46
2867,2867,2867,5697383,Indianola,US,-100.42,40.24,1,48,27.72,6.28,2019-06-26 01:31:47
2868,2868,2868,3391220,Presidente Dutra,BR,-44.49,-5.29,100,78,22.27,0.38,2019-06-26 01:31:49
2869,2869,2869,3352593,Tsumeb,NA,17.72,-19.25,0,31,11.97,2.11,2019-06-26 01:31:50
2870,2870,2870,69559,Yarim,YE,44.38,14.3,72,53,22.27,1.29,2019-06-26 01:31:52
2871,2871,2871,1011918,Danielskuil,ZA,23.54,-28.19,0,26,8.27,4.89,2019-06-26 01:31:53
2872,2872,2872,1150965,Ranong,TH,98.62,9.96,75,94,27.0,8.32,2019-06-26 01:31:54
2873,2873,2873,1717787,Catuday,PH,119.81,16.29,99,75,29.67,6.24,2019-06-26 01:31:56
2874,2874,2874,2025286,Chuguyevka,RU,133.87,44.17,75,44,31.37,0.96,2019-06-26 01:31:57
2875,2875,2875,1682606,Taytay,PH,119.52,10.83,69,75,29.17,2.67,2019-06-26 01:31:59
2876,2876,2876,1517060,Zaysan,KZ,84.87,47.47,0,35,19.06,2.67,2019-06-26 01:31:02
2877,2877,2877,3675668,Mahates,CO,-75.19,10.23,75,88,27.0,2.6,2019-06-26 01:32:01
2878,2878,2878,1495483,Pavino,RU,82.61,55.02,0,77,18.0,2.0,2019-06-26 01:32:03
2879,2879,2879,294421,Lod,IL,34.88,31.94,0,78,23.99,3.1,2019-06-26 01:32:04
2880,2880,2880,3020035,Epinal,FR,6.45,48.18,0,78,20.73,2.6,2019-06-26 01:32:06
2881,2881,2881,3447997,Sarandi,BR,-52.92,-27.94,100,92,10.37,6.31,2019-06-26 01:32:07
2882,2882,2882,2037311,Gannan,CN,123.49,47.92,100,96,17.27,4.31,2019-06-26 01:32:08
2883,2883,2883,1496073,Orlik,RU,99.83,52.51,99,82,4.97,3.98,2019-06-26 01:32:10
2884,2884,2884,587517,Vohma,EE,25.55,58.63,100,88,13.89,1.66,2019-06-26 01:32:11
2885,2885,2885,878281,Lindi,TZ,39.71,-10.0,0,94,18.27,2.33,2019-06-26 01:32:13
2886,2886,2886,603570,Pitea,SE,21.48,65.32,57,93,10.0,2.1,2019-06-26 01:32:14
2887,2887,2887,1265888,Kovur,IN,79.99,14.5,100,51,31.47,5.26,2019-06-26 01:32:15
2888,2888,2888,1497549,Nizhneudinsk,RU,99.03,54.91,100,85,14.87,5.1,2019-06-26 01:32:17
2889,2889,2889,3445847,Ubatuba,BR,-45.08,-23.43,0,82,16.0,1.0,2019-06-26 01:32:18
2890,2890,2890,895269,Beitbridge,ZA,29.99,-22.21,0,90,12.77,5.6,2019-06-26 01:32:20
2891,2891,2891,2399371,Makokou,GA,12.85,0.56,99,95,19.06,1.27,2019-06-26 01:32:21
2892,2892,2892,2038665,Alihe,CN,123.73,50.57,98,67,19.27,4.55,2019-06-26 01:32:22
2893,2893,2893,1053384,Toamasina,MG,49.38,-18.17,40,100,19.0,1.08,2019-06-26 01:32:24
2894,2894,2894,3444823,Xique-Xique,BR,-42.73,-10.82,0,62,25.07,7.7,2019-06-26 01:32:25
2895,2895,2895,1520281,Oytal,KZ,73.27,42.91,0,27,26.77,2.19,2019-06-26 01:32:27
2896,2896,2896,2026126,Borzya,RU,116.53,50.39,100,79,19.27,7.88,2019-06-26 01:32:28
2897,2897,2897,5888001,Atikokan,CA,-91.62,48.76,100,88,15.17,4.08,2019-06-26 01:30:26
2898,2898,2898,694752,Savyntsi,UA,37.05,49.4,0,79,15.27,3.82,2019-06-26 01:32:31
2899,2899,2899,1732884,Chaah,MY,103.04,2.25,52,74,29.27,3.13,2019-06-26 01:32:32
